# BEAST v1.8.2, r6687
# Generated Thu May 21 17:36:14 CDT 2015 [seed=1432247755311]
state	posterior	prior	likelihood	treeModel.rootHeight	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	speciation
0	-85028.56082391224	-29895.324029115403	-55133.23679479683	1.0	290.0	0.5	0.01	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	-55133.23679479683	-29653.296672229488
1000	-11194.685042345278	-738.2635343429693	-10456.421508002308	0.9824505400020062	23.32959714848431	0.1863319122839718	0.0038620937843048086	2.2789812540837833	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.07506307669555695	-10456.421508002308	-496.1257839592225
2000	-9335.03118437146	-220.92382748862295	-9114.107356882838	0.9103028349759911	9.839881750599048	0.40606517888069255	0.04499920529113994	2.6861274375177375	0.25171160995043423	0.24736793810705657	0.24828839024956578	0.25263206169294344	0.06895187654039821	-9114.107356882838	21.368397300976174
3000	-8687.742171592721	-170.22331048020317	-8517.518861112518	1.0517613749548957	5.7665069886337665	0.8591298753920853	0.0835882007796383	2.6861274375177375	0.2463254934316972	0.24736793810705657	0.2384550510818098	0.26785151737943647	0.09098674203626239	-8517.518861112518	72.06891430939594
4000	-8303.551757567255	-138.34207603089226	-8165.209681536363	1.0439273131649534	3.3230993854782076	0.883615247292959	0.3267573817658233	2.6861274375177375	0.2463254934316972	0.24736793810705657	0.2384550510818098	0.26785151737943647	0.10566420152081216	-8165.209681536363	103.95014875870685
5000	-7986.592754560967	-121.56895241074152	-7865.0238021502255	1.0190525370228483	2.441959526466452	0.896993366966442	0.6307321506787213	2.6861274375177375	0.2463254934316972	0.24736793810705657	0.2384550510818098	0.26785151737943647	0.11061178930858782	-7865.0238021502255	120.7232723788576
6000	-7811.327617841834	-87.29633951362283	-7724.031278328211	0.9186079849287146	2.8743493265621214	0.8806712312638486	0.9530939123884616	3.171617041569573	0.2555885435561117	0.23005725231566462	0.24650268674878728	0.26785151737943647	0.1321592019133542	-7724.031278328211	155.16959393579262
7000	-7684.159390402472	-90.76677489714146	-7593.3926155053305	1.0761705783176807	2.373215496428757	0.9027735123902496	0.858697454522518	3.171617041569573	0.2555885435561117	0.23005725231566462	0.24088188723872186	0.27347231688950185	0.12058083142120206	-7593.3926155053305	151.69915855227399
8000	-7520.124304740627	-64.90387553976078	-7455.220429200866	0.9540194762399703	1.7405270827863744	0.9510297733982611	0.9331595208829951	3.171617041569573	0.2555885435561117	0.2227974132003939	0.2481417263539926	0.27347231688950185	0.1381784126415862	-7455.220429200866	177.56205790965467
9000	-7250.887424109973	-67.25711358668192	-7183.630310523291	1.073438786821004	1.877817076854401	0.9510297733982611	0.8337152602840358	2.913913781126055	0.2555885435561117	0.2227974132003939	0.2481417263539926	0.27347231688950185	0.11631634531934926	-7183.630310523291	175.1180080211837
10000	-7108.763084702179	-42.48230256664135	-7066.280782135538	1.0159414178245245	2.246856255324358	0.9594362262419824	0.8398023731121235	2.913913781126055	0.2555885435561117	0.2227974132003939	0.25023530534926886	0.2713787378942256	0.1332979957979739	-7066.280782135538	199.89281904122427
11000	-7108.671987051459	-58.83462777740007	-7049.837359274059	1.0847790417569954	1.544944943849787	0.9733569053077875	0.7042776092145281	2.913913781126055	0.2555885435561117	0.2227974132003939	0.25023530534926886	0.2713787378942256	0.11754827089818642	-7049.837359274059	183.54049383046555
12000	-7072.960463528923	-43.16313007739569	-7029.797333451527	0.9366571755628975	1.083435379034479	0.9778281091630585	0.7593742321703449	2.913913781126055	0.2555885435561117	0.2227974132003939	0.25023530534926886	0.2713787378942256	0.12461453719581708	-7029.797333451527	199.21199153046993
13000	-7053.207379438424	-46.09065953138537	-7007.116719907039	1.032102132066727	2.519251209214709	0.9778281091630585	0.3650326960698338	2.913913781126055	0.2555885435561117	0.2227974132003939	0.25023530534926886	0.2713787378942256	0.1316389735949966	-7007.116719907039	196.28446207648025
14000	-7012.534093267923	-21.518192622043387	-6991.01590064588	0.9346114855796477	2.6620904992602115	0.9743055346240943	0.5661793953717063	2.913913781126055	0.2555885435561117	0.2227974132003939	0.25023530534926886	0.2713787378942256	0.13831417157746972	-6991.01590064588	220.85692898582224
15000	-6985.004952893006	-6.284716347014779	-6978.720236545991	0.9235300410331367	2.0234531644967584	0.9743055346240943	0.7838056949825613	2.913913781126055	0.2555885435561117	0.2227974132003939	0.25023530534926886	0.2713787378942256	0.15336528683434825	-6978.720236545991	236.09040526085084
16000	-6979.3513361162395	-15.980752737319023	-6963.370583378921	0.9992496122359229	1.4671174012221118	0.9764213297593498	0.86464851921658	2.913913781126055	0.2555885435561117	0.21609493368737606	0.2569377848622867	0.2713787378942256	0.1369021767465914	-6963.370583378921	226.3943688705466
17000	-6962.1480929689715	-7.795965019068802	-6954.352127949903	0.9658937306251115	1.8269657838370856	0.9764213297593498	0.9815965995570086	2.913913781126055	0.2555885435561117	0.21609493368737606	0.2569377848622867	0.2713787378942256	0.14232043825974788	-6954.352127949903	234.57915658879682
18000	-6949.936910739618	1.8897677365828542	-6951.826678476201	0.9172360722696998	2.575542964308206	0.9764213297593498	0.5769581187678267	2.978386765720722	0.2507094657931706	0.21609493368737606	0.2569377848622867	0.2762578156571667	0.14544496313619534	-6951.826678476201	244.28790067587735
19000	-6952.446443414082	-3.526671405680105	-6948.919772008402	0.9622552559241964	2.2049569253642365	0.9764213297593498	0.6793107883095977	2.978386765720722	0.2507094657931706	0.21609493368737606	0.2569377848622867	0.2762578156571667	0.1488474489995849	-6948.919772008402	238.8714615336144
20000	-6949.832963286848	3.6823627467163647	-6953.515326033565	0.9026137202854513	1.90616509246122	0.9764213297593498	0.8101722129371579	2.978386765720722	0.2507094657931706	0.21609493368737606	0.2569377848622867	0.2762578156571667	0.15541460025958487	-6953.515326033565	246.08049568601086
21000	-6938.554035085433	17.489606642652404	-6956.043641728085	0.9094404940469644	2.2327534590688303	0.9709296460457342	0.8704915622907862	2.978386765720722	0.2507094657931706	0.21102036791547701	0.2620123506341857	0.2762578156571667	0.1717941307960884	-6956.043641728085	259.8877395819469
22000	-6972.324660205078	-17.150463930530663	-6955.174196274547	1.0311333095988522	2.5486443947578055	0.9801595261962056	0.5087634314151205	2.978386765720722	0.2507094657931706	0.21102036791547701	0.2620123506341857	0.2762578156571667	0.12552982450820302	-6955.174196274547	225.24766900876384
23000	-6954.918958338216	-3.6412765203061213	-6951.27768181791	1.0112615923260848	2.1515424420910527	0.9801595261962056	0.6348648141324214	3.3756434507911957	0.2507094657931706	0.21102036791547701	0.2525120517386582	0.28575811455269423	0.1520451990618583	-6951.27768181791	238.89439940713046
24000	-6960.715821153714	-14.631108413817515	-6946.0847127398965	1.0747744790807303	1.3033187199005636	0.9801595261962056	0.7627014298285815	3.0427166439380073	0.2507094657931706	0.21102036791547701	0.2525120517386582	0.28575811455269423	0.12448187735208671	-6946.0847127398965	227.78978934594778
25000	-6956.31189660266	-2.74272144543599	-6953.569175157225	0.9811076891380536	1.2555956816651004	0.9801595261962056	0.8016503562297054	3.0427166439380073	0.2507094657931706	0.21102036791547701	0.2525120517386582	0.28575811455269423	0.14579040746477814	-6953.569175157225	239.6781763143293
26000	-6946.744529305976	-6.245065221128556	-6940.499464084848	0.9609774305976545	1.1770347264465066	0.9861178158602795	0.8307631182173328	2.7747648755680334	0.25565680298387533	0.20607303072477226	0.2525120517386582	0.28575811455269423	0.14327500804036353	-6940.499464084848	236.07971507691397
27000	-6939.610916230041	2.4333775220438554	-6942.044293752085	0.9362513063758695	1.7813572493330296	0.9861178158602795	0.6766103617916193	2.7747648755680334	0.25565680298387533	0.20607303072477226	0.2525120517386582	0.28575811455269423	0.14299416788379707	-6942.044293752085	244.75815782008638
28000	-6949.03073473172	-12.179326463685499	-6936.851408268035	1.0735348109616396	1.3457285801259409	0.9870979682502794	0.5774283704632448	2.7747648755680334	0.25565680298387533	0.20021173418672691	0.25837334827670355	0.28575811455269423	0.12930302763192542	-6936.851408268035	230.14545383435703
29000	-6939.018764181187	-0.6330362978179949	-6938.385727883369	1.0168776346089845	1.7010272415409264	0.9827393262756271	0.6199147508743209	2.807119493819931	0.26460588996612394	0.19126264720447828	0.25837334827670355	0.28575811455269423	0.14628722603490063	-6938.385727883369	241.70353244671517
30000	-6953.903793856265	-12.426552698453179	-6941.477241157812	1.0379734089746175	1.5397487464545359	0.9827393262756271	0.9408703236093333	2.807119493819931	0.26460588996612394	0.19126264720447828	0.25837334827670355	0.28575811455269423	0.13633873807220276	-6941.477241157812	229.91001604608
31000	-6938.093287089701	0.9786741042189249	-6939.07196119392	0.9934484723521528	1.4162728522940156	0.9821775388441686	0.8972626536233484	2.807119493819931	0.28080280793619894	0.1814815188628348	0.251957558648272	0.28575811455269423	0.131160503733661	-6939.07196119392	243.3152428487521
32000	-6930.260362490507	10.224672748044412	-6940.485035238551	0.9067454615389334	1.4856085265638752	0.9884933475690836	0.7964891882084573	2.807119493819931	0.28080280793619894	0.1814815188628348	0.252734293622914	0.28498137957805225	0.1489875875126589	-6940.485035238551	252.56124149257758
33000	-6942.068964644835	-3.092308024303776	-6938.976656620532	1.0299840418720416	0.8620550469960051	0.9884933475690836	0.8471669789739337	2.807119493819931	0.28080280793619894	0.1814815188628348	0.252734293622914	0.28498137957805225	0.1362344089833557	-6938.976656620532	239.2442607202294
34000	-6927.621324663337	5.3778219948638935	-6932.9991466582005	0.907401291570165	1.026725621809047	0.9884933475690836	0.8113000109055531	3.2361461453338425	0.2759205710779842	0.1814815188628348	0.25761653048112876	0.28498137957805225	0.14681610723204372	-6932.9991466582005	247.86601512757545
35000	-6948.9478028180565	-15.64940659463926	-6933.2983962234175	1.0341189487922904	1.3551793349271344	0.9884933475690836	0.48385494897121134	3.2361461453338425	0.2759205710779842	0.1814815188628348	0.25761653048112876	0.28498137957805225	0.1313402584611715	-6933.2983962234175	226.8387865380723
36000	-6938.312011328347	0.6163818999258979	-6938.928393228272	0.9071578143455528	0.793435955576706	0.9884933475690836	0.9278075317322593	3.2361461453338425	0.2671452184311543	0.1814815188628348	0.25761653048112876	0.29375673222488213	0.14753975323278756	-6938.928393228272	243.10457503263746
37000	-6959.550886935468	-8.637824962146084	-6950.913061973322	1.027301587211364	0.738619826490107	0.9884933475690836	0.8408748151815366	3.2483300583468226	0.2671452184311543	0.18036091404489188	0.2587371352990717	0.29375673222488213	0.13612047759765306	-6950.913061973322	233.8545499635953
38000	-6942.971640335339	-19.46375983205246	-6923.507880503286	1.0256783481915932	0.5514205412134057	0.9884933475690836	0.9670853800903104	3.4188700453373806	0.2699255906365825	0.17579173579275725	0.26052594134577817	0.29375673222488213	0.12773767065964386	-6923.507880503286	223.0864558038725
39000	-6935.624814355661	-2.626507536975481	-6932.998306818686	0.9897325286031615	1.0257621302913467	0.9902220741915884	0.5683487027293328	3.4188700453373806	0.2699255906365825	0.17579173579275725	0.26052594134577817	0.29375673222488213	0.14223301089000928	-6932.998306818686	239.92370809894948
40000	-6941.642218363701	6.880015477313634	-6948.522233841015	1.0928107008530976	1.2620184704532897	0.9902220741915884	0.6634984113479033	3.4188700453373806	0.2699255906365825	0.17579173579275725	0.26052594134577817	0.29375673222488213	0.13939527463361	-6948.522233841015	249.4302311132386
41000	-6911.723932114245	17.064187059422153	-6928.788119173667	0.9268829221493972	1.337623890453997	0.9895101216839397	0.6193526520147165	3.4188700453373806	0.2699773932379072	0.17579173579275725	0.26047413874445347	0.29375673222488213	0.15755949027247826	-6928.788119173667	259.6144026953471
42000	-6904.906631891605	20.614991128108016	-6925.521623019713	0.9137177913041352	0.9295121204969115	0.9920820094501125	0.8262313175699005	3.4188700453373806	0.2699773932379072	0.17579173579275725	0.26047413874445347	0.29375673222488213	0.1607047614568627	-6925.521623019713	263.165206764033
43000	-6919.543630812135	4.283984406895968	-6923.827615219031	0.9521306630888152	1.5480266920250634	0.9920820094501125	0.3905628748654515	3.3229386956389098	0.2732512482536652	0.17251788077699926	0.26047413874445347	0.29375673222488213	0.143860152095884	-6923.827615219031	246.80182185621945
44000	-6913.963373440502	12.29249096699337	-6926.255864407496	0.9868474873396721	0.8210646383735948	0.9920768116350613	0.7461011549661165	3.3229386956389098	0.2732512482536652	0.17251788077699926	0.26047413874445347	0.29375673222488213	0.14715657328676734	-6926.255864407496	254.81032841631685
45000	-6899.622935907539	18.343361579467313	-6917.966297487006	0.9003971478251185	1.3586551136633989	0.9930219984721819	0.5299041019532141	3.3229386956389098	0.2737665775895619	0.17251788077699926	0.26047413874445347	0.2932414028889854	0.1595600743575175	-6917.966297487006	260.8611990287908
46000	-6934.742397759031	-6.729498235015939	-6928.012899524015	1.0699895660114704	1.30130335864214	0.9908448981904804	0.5427614790927532	3.3229386956389098	0.2737665775895619	0.17251788077699926	0.26047413874445347	0.2932414028889854	0.13498812627129375	-6928.012899524015	235.78833921430754
47000	-6885.462752779816	25.658832537766642	-6911.121585317583	0.9578741435671013	1.2518003208349169	0.9908448981904804	0.7228327092220338	3.3229386956389098	0.2737665775895619	0.16491484402585452	0.26047413874445347	0.3008444396401302	0.16047361738463217	-6911.121585317583	268.1766699870901
48000	-6909.620739732696	7.744508210169499	-6917.365247942866	1.0011601306070594	0.9780043317968191	0.9929567986577598	0.5032878863087112	3.3229386956389098	0.2737665775895619	0.16491484402585452	0.26047413874445347	0.3008444396401302	0.14448779823167288	-6917.365247942866	250.26234565949298
49000	-6911.364943842306	7.263895137774142	-6918.62883898008	1.0230972986182667	0.9324628547213808	0.9921035020862816	0.6648891877038677	3.3229386956389098	0.27264795751889676	0.16491484402585452	0.2615927588151186	0.3008444396401302	0.1308997206978863	-6918.62883898008	249.78173258709762
50000	-6880.185066614562	19.791689847017636	-6899.9767564615795	0.9727949791168696	1.138689460093451	0.9921035020862816	0.747367749464437	3.3227499837279018	0.27264795751889676	0.16491484402585452	0.2615927588151186	0.3008444396401302	0.15239066327087233	-6899.9767564615795	262.30946320480143
51000	-6906.6672926912825	2.748690903804089	-6909.415983595087	1.0367430944802096	0.6721588650303928	0.9921035020862816	0.9232228235638359	3.3227499837279018	0.27264795751889676	0.16491484402585452	0.2615927588151186	0.3008444396401302	0.1359486723042307	-6909.415983595087	245.26646426158788
52000	-6885.802328844352	17.697234981314182	-6903.499563825666	0.9564519079908649	1.075923903364458	0.9920880088960282	0.7379400267000196	3.2268843117894788	0.27377305238625277	0.16491484402585452	0.2604676639477626	0.3008444396401302	0.14071634423692644	-6903.499563825666	260.18224477297656
53000	-6913.010978552389	-8.285524555594577	-6904.725453996794	1.090673972989743	0.7648570578141164	0.9920880088960282	0.9162319986611366	3.282634882490851	0.27377305238625277	0.16491484402585452	0.2604676639477626	0.3008444396401302	0.1258421582346303	-6904.725453996794	234.21858878930314
54000	-6925.169643526769	-11.398626689465516	-6913.771016837303	1.0918352843878094	0.48154069453618886	0.9934988062347888	0.7935952466784046	3.282634882490851	0.27377305238625277	0.16491484402585452	0.2604676639477626	0.3008444396401302	0.12941364629343055	-6913.771016837303	231.1054866554322
