# BEAST v1.8.2, r6687
# Generated Thu May 21 15:58:53 CDT 2015 [seed=1432241910867]
state	posterior	prior	likelihood	treeModel.rootHeight	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	kappa	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	speciation
10000	-7389.518053244732	-214.6846098084252	-7174.833443436307	1.0978397972200853	8.505072041064782	0.20270911832610483	0.04066901617832975	2.801145379438309	0.2590445003526343	0.22898169393238535	0.25366337372334236	0.25831043199163795	0.23039941507347397	2.0400146475890817	0.04747806179530783	4.220822929617638	0.26198354358678183	-7174.833443436307	32.67121772524832
11000	-7363.003206398564	-214.32294382501902	-7148.6802625735445	1.0188051561540408	8.3243125387782	0.2617140821274482	0.06429587073982487	3.0768251678491665	0.2590445003526343	0.22898169393238535	0.25366337372334236	0.25831043199163795	0.25092504824311673	2.0424715443949757	0.04989507453101606	4.2805291308543625	0.25392155199783495	-7148.6802625735445	33.13874798212512
12000	-7336.659678236395	-213.10557937973596	-7123.554098856659	0.9036347052555214	7.936861668764387	0.2785850557521931	0.06789266463728011	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.27113982951595844	2.0816143615820946	0.05434289675758144	4.4322202017873265	0.25195036421372136	-7123.554098856659	34.47354087896956
13000	-7295.7145620918045	-213.99432905979896	-7081.720233032005	0.9614183216981863	7.346155144893842	0.29103779664295293	0.06351283179030415	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.25558216841348047	2.0816541987044244	0.05087804672480297	4.418286196407575	0.2501101505137624	-7081.720233032005	33.58491071027354
14000	-7283.886125024933	-216.3849600727699	-7067.501164952163	1.0306627534482755	6.814473143405568	0.23970740629570791	0.08262279034179511	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.24881262614325236	2.073298476232944	0.05256742080266983	4.438494161227079	0.04931434505068497	-7067.501164952163	31.169212529888185
15000	-7199.110935757825	-186.55961977053025	-7012.551315987295	0.930262895439758	8.696543286717313	0.4871726686787309	0.06693168738037306	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.32849864585292426	2.1268237366643516	0.06528446105125699	4.5536136521568364	0.25371807269501123	-7012.551315987295	61.155128613422015
16000	-7188.835707797976	-191.6437381438347	-6997.191969654142	0.9434056336224803	8.838443414619887	0.6789693026632312	0.033902736377356864	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.34339215566736647	2.2046200257559665	0.06180342143264394	4.651851930927993	0.23499026976625992	-6997.191969654142	56.304399107392456
17000	-7190.906379060576	-191.1368485458992	-6999.769530514677	0.9782070937487407	9.474871379185013	0.7170382005459714	0.02452598977627715	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.32035500334006156	2.1265737987637117	0.06272746836594628	4.536093912535079	0.2439294736916581	-6999.769530514677	56.57715002435116
18000	-7179.296356635045	-188.65795453767947	-6990.6384020973655	1.0073010407418752	8.775736863852222	0.7561148387469206	0.028981441978062353	3.0768251678491665	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.32042954068738577	2.157340474706547	0.0616944016976287	4.573274246329179	0.23993966315067877	-6990.6384020973655	59.14834406039938
19000	-7178.873258976262	-185.72444775310308	-6993.148811223159	0.9517962345762554	7.900157500217143	0.5599693225969467	0.07268021391726141	3.194006361680625	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.3514022269389339	2.157340474706547	0.070180776488715	4.6260266586406456	0.23538154819784302	-6993.148811223159	62.122639548063695
20000	-7176.297892356243	-183.14170814607624	-6993.156184210167	0.9199109675179058	9.174009009661049	0.27010950890071606	0.11219127223234034	3.194006361680625	0.2642137079423575	0.22381248634266218	0.25366337372334236	0.25831043199163795	0.34710182674733747	2.2145310704885137	0.06458093133250879	4.846933732916235	0.23114052010958291	-6993.156184210167	64.87695094243642
21000	-7163.94647845142	-178.6845026454373	-6985.261975805983	0.9511317824334302	8.717749114887486	0.5140454753519144	0.12103221298246711	3.194006361680625	0.2642137079423575	0.22431749812786866	0.25366337372334236	0.25780542020643143	0.39272553039809727	2.2535795907900598	0.07151791094963221	5.028901717883959	0.23086036234111598	-6985.261975805983	69.45130200397999
22000	-7141.601824897851	-166.4301137902856	-6975.171711107565	0.9225067133067604	9.239444264509828	0.5309335915415623	0.10347748512772853	3.194006361680625	0.2614874357638899	0.22431749812786866	0.25638964590180996	0.25780542020643143	0.4637948672949792	2.2535795907900598	0.08729702329267301	4.997311540506352	0.23813219853333759	-6975.171711107565	81.70569085913169
23000	-7141.963449513072	-173.05360246794027	-6968.909847045132	0.9200215728662432	7.625076257351214	0.7237126067311256	0.08421672561372882	3.194006361680625	0.2614874357638899	0.22431749812786866	0.25638964590180996	0.25780542020643143	0.4599624149959364	2.2786827098258695	0.07954206409359663	5.081538940674419	0.23775444673300988	-6968.909847045132	75.15751153858444
24000	-7143.826352014472	-178.25855847296555	-6965.567793541506	0.9613228081345352	5.074856508219737	0.5829089002610267	0.40637436693251167	2.6846023775627548	0.26995453753936427	0.2158503963523943	0.25638964590180996	0.25780542020643143	0.4318853186885309	2.2786827098258695	0.08283482573857763	5.102332651608825	0.23520196003216035	-6965.567793541506	69.77053867033179
25000	-7153.700049588937	-192.92745692942884	-6960.7725926595085	1.088245172544351	5.4360325201486175	0.19543266813379814	0.3425466356454553	2.6846023775627548	0.2727404415132218	0.2158503963523943	0.25360374192795243	0.25780542020643143	0.3870288925509798	2.2786827098258695	0.07366065105589384	5.123172189134704	0.2353015064417092	-6960.7725926595085	55.10164021386849
26000	-7144.78025639338	-191.88554215771646	-6952.894714235664	1.0567172703241845	5.603840398690172	0.3159345866963305	0.32780660656646515	2.6846023775627548	0.2727404415132218	0.2158503963523943	0.25360374192795243	0.25780542020643143	0.3645519620661271	2.2488690869395724	0.07237903819479875	4.992260064502143	0.24004371672764163	-6952.894714235664	56.05411411692196
27000	-7132.656762626651	-176.35246206625845	-6956.304300560392	0.9748043766764906	5.042839211443028	0.37954257881538117	0.5294057571574157	2.6846023775627548	0.2727404415132218	0.2158503963523943	0.25360374192795243	0.25780542020643143	0.4785380515299054	2.3466257113168316	0.08154672738620805	5.230978094587713	0.23114527666287588	-6956.304300560392	71.88046408151173
28000	-7138.455114641318	-182.37349419226638	-6956.081620449051	1.0011150577785786	5.799907536465443	0.10776656398850556	0.5194948712869093	2.6846023775627548	0.27416589675356023	0.21823355796185875	0.24979512507814955	0.25780542020643143	0.487776371232738	2.367349053686754	0.08099288156905603	5.295611711584089	0.22949543309084472	-6956.081620449051	65.92160198261361
29000	-7129.0647349353185	-177.08454981848567	-6951.980185116833	1.0173981917315469	5.76820822606701	0.4514466063550885	0.43861594460792447	2.6846023775627548	0.268173346621068	0.21823355796185875	0.24979512507814955	0.26379797033892366	0.4807081003056936	2.367349053686754	0.07973112801862813	5.2715216322228455	0.2270719673147086	-6951.980185116833	71.2105463563943
30000	-7142.636009758916	-190.55266377133913	-6952.083345987577	1.0174451088338552	3.834479404127295	0.6389156683215234	0.4192114191127983	2.6846023775627548	0.2682497242385424	0.21823355796185875	0.24979512507814955	0.2637215927214493	0.3983049061969322	2.315015412720187	0.07613985882708697	5.123263459873625	0.2304087684435577	-6952.083345987577	57.585431480641155
31000	-7141.620447784692	-182.99115952314656	-6958.629288261545	1.0803322124599921	4.146090227010156	0.20187679864032848	0.8082147973112479	3.127845477721604	0.27462517795673475	0.21185810424366636	0.24979512507814955	0.2637215927214493	0.4228374554442307	2.306502546320017	0.08081286963800534	5.093053899336619	0.23124337377888585	-6958.629288261545	65.28046208351238
32000	-7129.604415246232	-166.12491332410406	-6963.479501922127	0.9010265219687493	6.100989561997583	0.06927868836154444	0.5388813280038873	3.127845477721604	0.27462517795673475	0.21185810424366636	0.24979512507814955	0.2637215927214493	0.4998580058127812	2.313224131384428	0.08801308192691186	5.128578359995166	0.2320156683185142	-6963.479501922127	82.16687303774815
33000	-7109.868349513227	-156.55146167937454	-6953.316887833853	0.9266891340697219	7.022104758489761	0.013209009871270959	0.6729295869236712	3.127845477721604	0.27462517795673475	0.21185810424366636	0.24979512507814955	0.2637215927214493	0.5952117710817856	2.3694103288733195	0.09591304240068796	5.217833773695528	0.22587228736407503	-6953.316887833853	91.9088832749443
34000	-7114.960920142286	-168.59071941816927	-6946.370200724117	0.9966034140393267	8.205781001006608	0.03129264716168352	0.3451627099556981	3.127845477721604	0.27462517795673475	0.21185810424366636	0.24979512507814955	0.2637215927214493	0.5611216138091817	2.390106609414415	0.08917829781851372	5.45321794448399	0.23052797473962372	-6946.370200724117	79.93171437777285
35000	-7124.348358484819	-179.63548853154114	-6944.712869953278	1.0886853015917108	4.46193343513315	0.027063913271162865	0.8803651301539871	3.127845477721604	0.27379664961895833	0.21185810424366636	0.25062365341592596	0.2637215927214493	0.48382425599921003	2.390106609414415	0.07899008987738915	5.503239155134005	0.2312144053954862	-6944.712869953278	68.88694526440099
36000	-7112.6782660741055	-160.03221775035524	-6952.646048323751	1.020705711841161	6.833234946626386	0.09721956691793429	0.5952981242073981	3.127845477721604	0.27379664961895833	0.21185810424366636	0.25062365341592596	0.2637215927214493	0.5547151630055389	2.343865256353904	0.0940781974933709	5.319906638705664	0.23530712833284173	-6952.646048323751	88.35149198640535
37000	-7124.778692781667	-180.38631861989296	-6944.392374161774	1.0776705476299941	5.84456220861567	0.23398923173615455	0.5339685902044914	3.127845477721604	0.27044018916076656	0.21261489551833124	0.25062365341592596	0.2663212619049762	0.4551125054099309	2.319454483483151	0.0813084624131642	5.233870355055562	0.23658483102734754	-6944.392374161774	67.92415879825536
38000	-7122.89145862306	-171.9998332118902	-6950.89162541117	0.9085708859552112	7.601584341043613	0.17074291104562322	0.49499026892480313	3.088262634726766	0.27044018916076656	0.21261489551833124	0.25062365341592596	0.2663212619049762	0.4734382141620345	2.319454483483151	0.09010356223062851	5.250402135225126	0.23533493647949552	-6950.89162541117	76.29681643696006
39000	-7156.011063969831	-199.11041724022073	-6956.90064672961	0.9791095035828423	5.169856534211562	0.0800096129818642	0.496052761732478	3.0045976296528014	0.27044018916076656	0.21037628351227267	0.25062365341592596	0.26855987391103475	0.3477119381829125	2.295866696998065	0.06770901873391556	5.254847180194371	0.2378104164962897	-6956.90064672961	49.08600235806821
40000	-7144.3652015583575	-187.12403646935235	-6957.241165089005	0.9830516967257324	5.866098302575089	0.2909474964197436	0.3612346794523714	2.618564333592332	0.27044018916076656	0.20278013967841835	0.25062365341592596	0.27615601774488907	0.4102659789778541	2.303796128758144	0.07579330269493445	5.277640382947729	0.23815400303840165	-6957.241165089005	60.955891744238905
41000	-7128.807032561359	-178.07169422592398	-6950.735338335435	0.9247292882315761	5.434320834192358	0.4101155029628293	0.5081817494628809	2.618564333592332	0.27044018916076656	0.20278013967841835	0.25062365341592596	0.27615601774488907	0.4450570590188382	2.283640009067223	0.08383406906655026	5.20696859580044	0.2388894129357259	-6950.735338335435	69.94776562859452
42000	-7144.711107657962	-188.89677996586212	-6955.8143276921	1.0794112594719525	5.9171587832591115	0.30369804763925634	0.3327148733962326	2.618564333592332	0.27044018916076656	0.20530536040784025	0.2438693068289683	0.28038514360242484	0.40280766581273203	2.284965733823498	0.07088047595481402	5.248246622892346	0.24272069359242207	-6955.8143276921	59.126657062925176
43000	-7116.768771089532	-181.43935993514668	-6935.329411154385	0.9314744883052579	6.751270054888566	0.3781520498859967	0.3506066291020143	2.5804536099174267	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.4479346136267716	2.284965733823498	0.08064707252304945	5.243242108897354	0.2408362002167354	-6935.329411154385	66.56983555388118
44000	-7141.003621241215	-191.3090081873451	-6949.69461305387	0.9456668046017339	5.74577537020328	0.23099553524109936	0.3677375752296192	2.5358624535814975	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.37898757742609124	2.284965733823498	0.07050891399499556	5.236999379949119	0.23921793429321064	-6949.69461305387	56.68343363652441
45000	-7134.297258205623	-185.4431529481346	-6948.854105257488	1.0750842874769204	7.687248917120398	0.09261948087031321	0.3028809794384266	3.163909542687856	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.41433142494209974	2.284965733823498	0.07889453257589002	5.371382511547282	0.240729522196651	-6948.854105257488	62.77639401980608
46000	-7110.947047612389	-169.73433056487204	-6941.212717047517	1.0169456385057027	6.8440870529086615	0.1483478143292338	0.5571868131428439	3.163909542687856	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.4767606489016324	2.3178855426191105	0.08640627923431127	5.507055296773379	0.23809484016171348	-6941.212717047517	78.58397582945551
47000	-7099.906037546091	-167.64502884936658	-6932.261008696724	0.9051954800727434	7.222463031948824	0.08499992337875141	0.39093416265273406	3.163909542687856	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.49150975610349	2.341662388779849	0.0838487860463435	5.418443059737282	0.237851727479719	-6932.261008696724	80.74460808344318
48000	-7115.301463241656	-185.617185775021	-6929.684277466635	0.9954203793733302	6.846326895939846	0.07123771710347233	0.31277792531364823	3.1436622224555384	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.4394111650384087	2.37744369820168	0.07242565368180935	5.550697978375673	0.23428845362366105	-6929.684277466635	62.87276449544683
49000	-7113.128440877529	-192.73601168977234	-6920.3924291877565	1.055926123411638	6.693422836791775	0.09068726273866816	0.37015750359541894	3.1436622224555384	0.27044018916076656	0.19934816251704743	0.24982650471976112	0.28038514360242484	0.4645149886676065	2.3921438736802085	0.07614563309767135	5.586988002490998	0.23308395293488365	-6920.3924291877565	55.79803910713106
50000	-7094.214716542681	-173.06979444825745	-6921.144922094424	0.9539256781089247	7.834153220923172	0.10971996412394303	0.35023751927406443	3.1436622224555384	0.2617394000868347	0.19934816251704743	0.24982650471976112	0.2890859326763567	0.5138939074676786	2.3921438736802085	0.08255968172451023	5.75276738770941	0.23616817455220995	-6921.144922094424	75.46425634864596
51000	-7082.844692149954	-166.25743550794505	-6916.587256642009	1.0283248280117714	7.1509544039378765	0.3304525310003027	0.2968782983579568	3.1436622224555384	0.2617394000868347	0.19934816251704743	0.24982650471976112	0.2890859326763567	0.5627812368614717	2.4072259726709593	0.09074822750990033	5.757449308399502	0.23478381950522678	-6916.587256642009	82.32186158593062
52000	-7074.055962559161	-163.65077404212616	-6910.405188517036	0.9712615778398674	6.208009709575696	0.5659572461516238	0.28126117908256565	3.1436622224555384	0.2617394000868347	0.19934816251704743	0.24982650471976112	0.2890859326763567	0.5716454293853374	2.4072259726709593	0.09286667810157602	5.765042669095186	0.23490612600826455	-6910.405188517036	84.92852305174951
53000	-7054.324056937722	-150.09467781740608	-6904.2293791203165	0.9039932444984317	8.17907359658941	0.5573226040108464	0.34094373772072184	3.1436622224555384	0.2617394000868347	0.19934816251704743	0.24982650471976112	0.2890859326763567	0.6227548901339984	2.4072259726709593	0.10230720220860842	5.743929284845735	0.23318118494770815	-6904.2293791203165	98.48461927646959
54000	-7093.565537931868	-176.6816593490675	-6916.8838785828	1.0505979485179255	6.649507654873655	0.33568168431807927	0.3203771388736964	3.1436622224555384	0.2617394000868347	0.19934816251704743	0.24982650471976112	0.2890859326763567	0.4078936142583771	2.3585960844590037	0.07861830018926462	5.51108714170568	0.2278072977308698	-6916.8838785828	71.7517480801723
55000	-7086.021583293519	-171.6188560837066	-6914.402727209813	0.9181160974226081	6.493037744296637	0.5306854969990973	0.2786064477266743	2.6904606721310427	0.25399396320983636	0.19934816251704743	0.24982650471976112	0.29683136955335504	0.48527534864069766	2.3585960844590037	0.08967223308808192	5.55624064274789	0.22817137499449572	-6914.402727209813	76.65214511688798
56000	-7078.572669947136	-170.28857216500734	-6908.284097782129	0.9339162285399807	5.085537059576718	0.6045789789815643	0.31998965927829914	2.6904606721310427	0.25399396320983636	0.19934816251704743	0.24982650471976112	0.29683136955335504	0.46320503119724754	2.35321686042971	0.0878861481736403	5.622772981652115	0.2359305363887211	-6908.284097782129	77.96629136349934
57000	-7081.874739119093	-178.80606702347865	-6903.068672095614	1.0379365604023354	6.59927454845192	0.5085841546198443	0.28257065722843083	2.8822360495022656	0.25399396320983636	0.19934816251704743	0.24982650471976112	0.29683136955335504	0.42008111469976245	2.3681658010055098	0.08096462859661567	5.752866171895043	0.23646325284400946	-6903.068672095614	69.5635610336957
58000	-7041.555566220907	-158.70442005737397	-6882.8511461635335	0.9499911500991066	8.050756542846914	0.2760778309364697	0.38569718802382885	2.8822360495022656	0.24442867640083155	0.19934816251704743	0.24982650471976112	0.30639665636235985	0.5103412822359122	2.3597442246110742	0.10047026199627182	5.676697654364738	0.23655448941661947	-6882.8511461635335	89.63994327061705
59000	-7040.769782644738	-158.06399973357128	-6882.705782911167	1.0550651568379343	6.693292672029599	0.21464388429578973	0.5229837779396378	2.8822360495022656	0.24868354830531528	0.19934816251704743	0.24982650471976112	0.30214178445787615	0.5651307433532311	2.3597442246110742	0.106349494385796	5.699131673204913	0.2377009912753885	-6882.705782911167	90.28036359441977
60000	-7030.383977745534	-154.38135492819902	-6876.002622817335	1.0661877408760951	5.972470494163607	0.4650548143964003	0.40645203542387065	2.8822360495022656	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.5491763872805675	2.3597442246110742	0.10046061485889489	5.706540147223549	0.23792790204131012	-6876.002622817335	93.96300839979202
61000	-7007.909762592526	-128.3532077070072	-6879.556554885519	0.9186520305055198	6.033832977340089	0.3963651092524196	0.545943131801777	2.8822360495022656	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.6767610895315905	2.348650693033264	0.12485535782084825	5.71037038228903	0.2393418970489866	-6879.556554885519	119.9578750262504
62000	-7025.06075416665	-138.5277389388229	-6886.5330152278275	1.0281836693049338	5.814819392055278	0.2995117008663192	0.7748694312673838	2.8822360495022656	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.5810322331211086	2.348650693033264	0.11148224611078505	5.67524023702432	0.23885141260167836	-6886.5330152278275	109.7833437944347
63000	-7045.692431842771	-166.14538352516382	-6879.547048317607	0.9979915045426128	4.2355084290183465	0.2887598842247885	0.9263134981482015	2.8822360495022656	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.4441743155548553	2.3469888150982934	0.09138576978317796	5.621379306439759	0.23900629553672406	-6879.547048317607	82.16071357428886
64000	-7054.215374258252	-175.74272206780205	-6878.47265219045	0.9638584035537568	4.358014318059404	0.28066842062270847	0.7903617651997344	2.8822360495022656	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.37371159643120083	2.2786143719740015	0.0821296832020777	5.393858646981223	0.2442647606518731	-6878.47265219045	72.35825170227777
65000	-7070.189624262344	-172.99892671824333	-6897.190697544101	0.9992748321478571	5.388819018967181	0.5214627968569167	0.39606774304050607	3.1127231802315203	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.3850373036418404	2.332560988765492	0.0864913605743544	5.510853939453714	0.2394185506712653	-6897.190697544101	75.34559596297134
66000	-7107.892435582536	-196.1855833952	-6911.706852187335	1.0898306757997245	4.519183817313828	0.5596064057487801	0.39871488113767395	3.1127231802315203	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.33234747681571203	2.340430446391648	0.07366436402214933	5.50678999817576	0.23389046037046898	-6911.706852187335	52.18254765889313
67000	-7081.047390944939	-179.37802573663407	-6901.669365208305	0.9940778985083782	5.103229667069537	0.26072853355693765	0.5567462308727331	3.1127231802315203	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.3716277624346682	2.340430446391648	0.08689259459187132	5.484345234934308	0.2340348134812467	-6901.669365208305	68.99010531745907
68000	-7063.5571802571385	-170.86353889979893	-6892.693641357339	0.9083356687043118	5.25744052103198	0.22867449200261128	0.7772735610544006	3.1127231802315203	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.39026927706539954	2.340430446391648	0.08829141297049402	5.528584599578556	0.23787430051857691	-6892.693641357339	77.50459215429422
69000	-7079.023291944391	-185.7156622163414	-6893.3076297280495	0.9631573783381294	4.723316302089902	0.4846899930297593	0.504848369380153	3.1127231802315203	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.38854965365340527	2.4036251060221145	0.0757305857810438	5.825364328986022	0.23218256784553074	-6893.3076297280495	62.84205281664312
70000	-7082.981904730504	-185.95401699346294	-6897.027887737041	1.0621086414975656	5.51920022169919	0.2971682854317336	0.39031483570108105	3.1127231802315203	0.24868354830531528	0.19934816251704743	0.247239077642649	0.3047292115349883	0.42029420119529065	2.4311586430294105	0.07635961367234975	5.929943809970983	0.23033589816409233	-6897.027887737041	62.68629865054347
71000	-7082.928030466209	-186.03604559667264	-6896.891984869536	1.0061803670746996	4.789150609911907	0.28130532015398396	0.57392828328446	3.1127231802315203	0.24115176618923656	0.19934816251704743	0.2467587880839299	0.3127412832097861	0.4008607665170234	2.3843158969969176	0.07929188321444972	6.045477377500817	0.24254203712193598	-6896.891984869536	62.4637418092363
72000	-7093.808987584839	-206.6004589454338	-6887.208528639405	1.0972744154477536	4.094137827785623	0.3341529461165653	0.519572545629289	3.1127231802315203	0.2494194794076144	0.19108044929866963	0.2467587880839299	0.3127412832097861	0.32118672201836507	2.3843158969969176	0.06655407646028538	5.705056745841057	0.2339250304171741	-6887.208528639405	41.89932846047515
73000	-7069.934239084344	-174.62820747673325	-6895.306031607611	0.9678973788700681	5.44511669831247	0.27907347366347873	0.6225770176120095	3.1127231802315203	0.257978452057494	0.18310292921211002	0.2467587880839299	0.31215983064646613	0.446008738703245	2.4221738811604205	0.08905047317856879	5.833662033047378	0.23121535548493008	-6895.306031607611	73.9851538816662
74000	-7057.134023726087	-169.44746191349338	-6887.686561812594	0.905345335383177	4.047296472368308	0.4784659300934878	0.6919914634033791	3.1127231802315203	0.257978452057494	0.18310292921211002	0.2467587880839299	0.31215983064646613	0.4516697288615168	2.455780628785186	0.0890924253114775	6.22754690420587	0.2386176967853543	-6887.686561812594	79.26671968778034
75000	-7075.338585925934	-191.7753205926993	-6883.563265333235	1.0395309438312599	5.348628384655289	0.6284782157486508	0.27648855384408705	3.1127231802315203	0.257978452057494	0.18310292921211002	0.2467587880839299	0.31215983064646613	0.39416293625844756	2.4406932347559973	0.07764463198606378	6.168158694623833	0.2393844207482133	-6883.563265333235	56.89359882648689
76000	-7071.833887430879	-195.00019409063816	-6876.833693340242	1.0910461507026492	4.649824736464038	0.2636843754034283	0.6498987125230362	3.1127231802315203	0.2739018525552136	0.1671795287143904	0.2467587880839299	0.31215983064646613	0.37043397045096194	2.4406932347559973	0.07541925573797129	6.0880039257053955	0.23896449606326087	-6876.833693340242	53.66872532854803
77000	-7058.4291674169735	-166.49793784903642	-6891.931229567937	0.9213763920588108	4.260812936294171	0.37836908339426145	0.782399357131914	3.208393598055323	0.2739018525552136	0.1671795287143904	0.2467587880839299	0.31215983064646613	0.44765767430506115	2.4406932347559973	0.09345670895911702	6.1548129562203	0.23591515313849887	-6891.931229567937	82.20417241968944
78000	-7047.455155615985	-178.27561942835968	-6869.179536187626	0.9772719583571854	4.974498010363792	0.5086840096754339	0.6667195129112006	3.208393598055323	0.2782795575061519	0.16280182376345206	0.2467587880839299	0.31215983064646613	0.4104600468127937	2.4694936107688847	0.08671306784028004	6.355397365019087	0.23230558002271773	-6869.179536187626	70.51289196840483
79000	-7054.134847586698	-175.29663200664228	-6878.8382155800555	1.0003153274995742	3.6568503879407155	0.5195980087292567	0.7660009282561198	3.208393598055323	0.2782795575061519	0.16280182376345206	0.2467587880839299	0.31215983064646613	0.4145838216424286	2.4694936107688847	0.0866527161722652	6.280122509049176	0.23213076260021734	-6878.8382155800555	73.49187939012222
